Column 0,ALBANIA,ALGERIA,ANDORRA,ANGOLA,ANGUILLA,ANTIGUA & BARBUDA,ARGENTINA,ARMENIA,ARUBA,AUSTRALIA,AUSTRIA,AZERBAIJAN,BAHAMAS,BAHRAIN,BANGLADESH,BARBADOS,BELARUS,BELGIUM,BELIZE,BENIN,BERMUDA,BHUTAN,BONAIRE SAINT EUSTATIUS AND SABA,BOSNIA & HERZEGOVINA,BOTSWANA,BRAZIL,BRITISH VIRGIN ISLANDS,BRUNEI (DARUSSALAM),BULGARIA,BURKINA FASO,BURUNDI,CAMBODIA,CANADA,CAPE VERDE,CENTRAL AFRICAN REPUBLIC,CHAD,CHILE,CHINA (MAINLAND),COLOMBIA,COMOROS,CONGO,COOK ISLANDS,COSTA RICA,COTE D IVOIRE,CROATIA,CUBA,CURACAO,CYPRUS,CZECHIA,DEMOCRATIC PEOPLE S REPUBLIC OF KOREA,DEMOCRATIC REPUBLIC OF THE CONGO (FORMERLY ZAIRE),DENMARK,DJIBOUTI,DOMINICA,DOMINICAN REPUBLIC,ECUADOR,EGYPT,EL SALVADOR,EQUATORIAL GUINEA,ERITREA,ESTONIA,ETHIOPIA,FAEROE ISLANDS,FEDERATED STATES OF MICRONESIA,FIJI,FINLAND,FRANCE (INCLUDING MONACO),FRENCH POLYNESIA,GABON,GAMBIA,GEORGIA,GERMANY,GHANA,GREECE,GREENLAND,GRENADA,GUATEMALA,GUINEA,GUINEA BISSAU,GUYANA,HAITI,HONDURAS,HONG KONG SPECIAL ADMINSTRATIVE REGION OF CHINA,HUNGARY,ICELAND,INDIA,INDONESIA,IRAQ,IRELAND,ISLAMIC REPUBLIC OF IRAN,ISRAEL,ITALY (INCLUDING SAN MARINO),JAMAICA,JAPAN,JORDAN,KAZAKHSTAN,KENYA,KIRIBATI,KOSOVO,KUWAIT,KYRGYZSTAN,LAO PEOPLE S DEMOCRATIC REPUBLIC,LATVIA,LEBANON,LESOTHO,LIBERIA,LIBYAN ARAB JAMAHIRIYAH,LIECHTENSTEIN,LITHUANIA,LUXEMBOURG,MACAU SPECIAL ADMINSTRATIVE REGION OF CHINA,MACEDONIA,MADAGASCAR,MALAWI,MALAYSIA,MALDIVES,MALI,MALTA,MARSHALL ISLANDS,MAURITANIA,MAURITIUS,MEXICO,MONGOLIA,MONTENEGRO,MONTSERRAT,MOROCCO,MOZAMBIQUE,MYANMAR (FORMERLY BURMA),NAMIBIA,NAURU,NEPAL,NETHERLANDS,NEW CALEDONIA,NEW ZEALAND,NICARAGUA,NIGER,NIGERIA,NIUE,NORWAY,OCCUPIED PALESTINIAN TERRITORY,OMAN,PAKISTAN,PALAU,PANAMA,PAPUA NEW GUINEA,PARAGUAY,PERU,PHILIPPINES,PLURINATIONAL STATE OF BOLIVIA,POLAND,PORTUGAL,QATAR,REPUBLIC OF CAMEROON,REPUBLIC OF KOREA,REPUBLIC OF MOLDOVA,REPUBLIC OF SOUTH SUDAN,REPUBLIC OF SUDAN,ROMANIA,RUSSIAN FEDERATION,RWANDA,SAINT HELENA,SAINT LUCIA,SAINT MARTIN (DUTCH PORTION),SAMOA,SAO TOME & PRINCIPE,SAUDI ARABIA,SENEGAL,SERBIA,SEYCHELLES,SIERRA LEONE,SINGAPORE,SLOVAKIA,SLOVENIA,SOLOMON ISLANDS,SOMALIA,SOUTH AFRICA,SPAIN,SRI LANKA,ST  KITTS-NEVIS,ST  PIERRE & MIQUELON,ST  VINCENT & THE GRENADINES,SURINAME,ESWATINI,SWEDEN,SWITZERLAND,SYRIAN ARAB REPUBLIC,TAIWAN,TAJIKISTAN,THAILAND,TIMOR-LESTE (FORMERLY EAST TIMOR),TOGO,TONGA,TRINIDAD AND TOBAGO,TUNISIA,TÜRKIYE,TURKMENISTAN,TURKS AND CAICOS ISLANDS,TUVALU,UGANDA,UKRAINE,UNITED ARAB EMIRATES,UNITED KINGDOM,UNITED REPUBLIC OF TANZANIA,UNITED STATES OF AMERICA,URUGUAY,UZBEKISTAN,VANUATU,VENEZUELA,VIET NAM,WALLIS AND FUTUNA ISLANDS,YEMEN,ZAMBIA,ZIMBABWE,KP Annex B,Non KP Annex B,OECD,Non-OECD,EU27,Africa,Asia,Central America,Europe,Middle East,North America,Oceania,South America,Bunkers,Statistical Difference,World,AFGHANISTAN
2010,1.8052426356,,,,,,46.891449384,1.4451810009,,107.80071623,27.622608154,8.2558992532,,4.9563609383,14.443105173,,16.855812484,58.979653447,,1.9617422342,,,,,2.7515056061,132.32068735,,1.7899557166,12.264651418,0.86774763974,,4.3035337516,165.69308701,,,,20.10601842,2002.401904,23.291422833,,,,3.0354477968,2.2012311967,6.5884178662,,,2.3613326069,32.930984671,,,17.016770226,,,19.574142791,10.939980458,55.16141478,2.1622195011,,,4.7065557689,1.3703847693,,,,22.550173475,137.35494384,,,,2.1595713525,278.96099729,3.829496306,25.084071389,,,2.8193342477,1.1850604859,,,,1.8270259016,21.842972231,19.693190898,,430.58568037,121.57292706,,13.660609482,131.23733765,23.24773262,164.88429361,1.5194169437,395.07899072,7.4267646953,37.906562751,4.6618906389,,,21.441982086,3.1006212547,0.61634335579,3.6459019748,,,,,,5.6390805304,2.942049524,,,0.87498981143,0.247142956,48.652273819,,,1.6120807261,,,1.3342692479,135.18496057,4.0058819659,,,16.182616925,2.2524958425,,1.9466291467,,1.209582987,60.703639589,,9.9104115735,1.4633732661,,27.2484054,,15.117324681,,12.403406136,45.24271442,,0.31440329411,,2.3825213731,14.381943533,27.91606093,3.5616351908,89.997822624,26.156395322,12.024590509,2.6240901196,177.54531359,,,,25.673635134,371.72342761,0.16721782251,,,,,,141.34018027,2.0039553002,,,,30.000617191,13.969110956,5.4418309096,,,91.979887076,89.571527494,6.0133666728,,,,,,23.511023617,27.535515075,,79.669321844,2.130694725,67.328732484,,0.53892852246,,6.7890418355,5.6079901746,96.728827901,,,,1.6255527584,67.79386793,56.290140078,184.71223755,3.0327467842,1628.2242109,2.7145316166,,,38.018416198,27.698567002,,,1.4129188876,2.5285494148,4144.0244543,4651.4074711,4103.5083249,4691.9236004,1173.5233525,299.12683708,3628.1926502,58.793999338,1884.9562233,576.74855849,1929.5274999,122.29581227,295.79034484,294.6913793,-1.8758328224e-12,9090.1550168,
2011,1.9500783109,,,,,,51.781207922,1.4406919179,,107.54331522,28.154849413,8.8199863967,,3.4162543471,14.784763186,,13.934636752,60.017189771,,2.4428447605,,,,,3.4392287828,141.70615859,,2.388328161,12.813198254,0.76857207441,,6.0556872855,164.10517589,,,,23.023672645,2221.0447476,24.055609457,,,,3.3492552656,2.142384361,6.3421108659,,,2.2790749021,31.602155894,,,16.335583819,,,14.152158481,11.751819321,58.184983141,2.2878345814,,,5.3313767176,1.5062071277,,,,19.297716757,136.76436327,,,,2.7465457333,267.95599765,4.7755277499,22.500584072,,,2.6113995294,1.2956997706,,,,1.8733602373,26.494988115,18.901564404,,445.1694064,137.50896728,,13.064226627,132.97632173,23.846376458,158.94933823,1.6064592236,417.07621416,8.1849519327,34.417595347,5.3159200157,,,20.746439436,3.5143604163,0.60762973212,3.6766182935,,,,,,6.4430373857,3.3235864806,,,1.0308412854,0.2681868807,51.97639686,,,2.2231447073,,,1.3604517302,146.74053832,6.3595208789,,,17.188581939,2.9589776031,,1.9208306095,,1.3178690011,57.737707783,,10.049692358,1.499339338,,27.796200955,,13.970087157,,13.317580117,46.024473094,,0.0055763041179,,2.7160694816,14.968811483,29.884922882,3.9746427546,88.849645656,17.19304021,9.4698641807,2.5372223346,184.06309563,,,,26.284841675,388.83606433,0.19138688541,,,,,,135.73265465,2.5075631376,,,,58.105938669,13.401258954,5.8390878117,,,91.715178692,87.607908731,8.0624975518,,,,,,22.996005105,28.374988745,,82.990680755,2.0808018223,68.986941372,,0.51781347262,,5.0851947309,5.1834611567,105.87000182,,,,1.778368717,73.348445128,60.392328267,167.14800876,3.8569609904,1588.1297844,3.2141995487,,,32.75297083,29.188352181,,,1.8358522776,2.8480945241,4090.854129,5005.1747949,4056.6534979,5039.3754259,1135.8852134,316.01793782,3958.6369405,51.184419035,1853.1752048,583.22798399,1899.5962909,122.87878605,311.31136076,302.47906197,-1.648459147e-12,9398.60004,
2012,1.8680360628,,,,,,51.788510228,1.7789546566,,109.63438684,27.176087211,9.725441179,,3.3682004419,16.78161706,,17.369927468,57.113634693,,1.9687425721,,,,,3.2521633605,151.03658176,,2.4711812757,11.974771097,0.89552228744,,5.9181680956,157.76088355,,,,24.19563168,2319.3914925,25.830521146,,,,3.3286115679,3.0535969883,6.4136937128,,,2.2238998203,30.241143407,,,14.421912326,,,15.879560473,11.616171714,60.421351997,2.1685529617,,,4.8062611935,2.0437087718,,,,18.494500372,130.88270833,,,,2.9645427665,250.33044927,6.0730610011,20.367530142,,,2.6288247589,1.2499102538,,,,1.9059955684,29.565221248,16.857020918,,488.50299563,146.78381858,,12.75959796,148.68179995,24.026651022,144.21951911,1.5357658195,432.87410828,9.3642700083,35.298150662,5.5872136528,,,21.726565259,4.9386397549,0.71211770417,3.6333757274,,,,,,5.798579052,3.2837027423,,,1.1097923944,0.29231462592,57.383987825,,,2.1702947,,,1.3830503949,149.68790085,10.011252743,,,17.487447212,2.685249457,,2.4843176448,,1.3834191543,51.677598382,,10.588877455,1.5574678185,,20.787356333,,13.161225241,,14.748868224,46.714190982,,-0.58698913968,,2.546826745,15.865632363,32.326603746,4.4342031351,88.588641714,14.185894718,12.158641596,2.6890840844,178.92003401,,,,25.360396603,401.57484895,0.22429700152,,,,,,149.50604577,2.7422882371,,,,66.804823014,11.832958441,5.1559925325,,,96.713425636,80.538681354,8.069496198,,,,,,21.154504634,40.872859719,,76.998619186,1.8082175157,71.313764264,,0.58297189339,,4.0975715793,5.5681596099,108.76362924,,,,1.6185876604,74.493284749,62.685508712,173.51491007,4.106607617,1542.6349829,3.4900742776,,,24.147251771,28.242522382,,,1.9658542659,3.2437060049,4015.2846122,5220.1608825,3971.6295091,5263.8159856,1061.6633502,325.29058147,4140.8582397,50.532862155,1813.8607593,613.12635541,1850.8348806,124.74893598,316.19288009,299.30577322,1.4779288904e-12,9534.7853087,
2013,1.7951498207,,,,,,54.166987085,1.6480043623,,103.88253811,25.903048513,9.9214400056,,3.4368314435,16.657010603,,18.116752678,57.301079174,,2.1032355994,,,,,3.2775753454,161.33150153,,2.3381772885,10.423064219,1.0073429701,,6.8224415089,157.74589964,,,,24.522000114,2381.262002,27.666045171,,,,3.3220233822,3.3998307334,6.4236045474,,,1.7723669134,29.726660823,,,14.274834338,,,13.168177808,12.449723982,58.306143729,2.1548669823,,,4.6882338827,2.2553241624,,,,18.148896575,127.34300954,,,,2.8416449424,253.58529635,5.5483586674,17.293613744,,,2.9294795596,0.56118400579,,,,4.7829979524,33.365759659,16.551064385,,486.18706602,139.99162684,,12.692277857,138.39624695,21.665732267,134.10212788,1.6390910966,418.49912715,9.6974594898,42.040149584,6.3974970741,,,20.901971491,4.6659312686,0.91333132996,3.4778460513,,,,,,5.7572731907,3.1682225868,,,1.2973089697,0.27981209294,65.305648397,,,1.7711018403,,,1.3963590452,152.02123233,11.863796552,,,17.348986702,3.6766338961,,2.510398322,,1.6103829375,51.700618055,,10.735431731,1.5752170084,,30.677611349,,13.341835638,,15.541022018,45.065028864,,-0.32819344806,,2.6857976816,15.699793714,35.237468852,4.6819103663,84.913674352,13.582860795,12.768146908,2.6256658591,179.23499075,,,,21.753661377,390.99146644,0.21022878904,,,,,,146.39400224,2.6810644075,,,,70.770141019,11.805520613,4.9320688578,,,94.911709661,75.22959276,8.2832773112,,,,,,20.22887549,38.466729396,,79.105658585,3.2384108537,72.801337337,,0.40978246465,,4.0796566412,5.6241250121,105.71043721,,,,1.6426578891,74.607764611,65.415217574,168.7742643,4.9886499813,1566.215219,3.386439115,,,29.097142771,29.468569357,,,2.0664775621,3.3219443106,3969.1395436,5342.9840863,3938.8592558,5373.264374,1028.5504947,338.17367082,4213.1656523,50.033127166,1761.4918815,615.50876064,1876.7426081,119.87533363,337.13259561,303.67995939,8.5265128291e-13,9615.8480098,
2014,1.7774298568,,,,,,50.555291991,1.58816246,,103.71397831,26.012234697,10.171140605,,3.949853446,28.577514985,,17.196597981,57.911446611,,2.0869096312,,,,,3.7051076291,167.11847728,,2.3721575155,10.610236724,1.0333504049,,6.3883412913,152.4899556,,,,22.666037175,2405.9919538,30.979024646,,,,3.3018589188,3.6160103064,5.2209257426,,,1.9327756189,28.032148744,,,13.908662698,,,10.050832876,13.461211134,65.637130768,2.1776224252,,,4.7265666283,2.8852186787,,,,16.770632687,118.60939674,,,,3.0718102345,247.31126676,5.7478184077,16.249145182,,,3.1120896509,0.56326596414,,,,1.9969218953,30.922299194,15.797897876,,534.88503892,139.18818158,,12.86706753,149.20333958,22.200629649,128.82640792,1.6494962811,394.46858262,9.7512233269,42.419472723,7.5796647002,,,20.614153194,4.8892811973,0.96154621459,3.2408113413,,,,,,5.80036356,3.0924963076,,,1.3545998604,0.25905729099,65.307243321,,,2.0773916263,,,1.4603971836,149.70905024,7.9638348813,,,17.303975033,4.9707516679,,3.140504132,,1.8973305673,46.594050527,,10.666299481,1.7581065704,,32.075467917,,13.231908757,,16.318753996,47.24014073,,0.059689998603,,2.7538630802,16.854748362,37.06320946,5.3522100409,82.295008767,13.347573318,15.506217124,2.8924558568,183.66821614,,,,22.278108215,380.79960313,0.25114117771,,,,,,166.23142545,3.1119134888,,,,51.263300345,10.808196614,4.7967866669,,,94.845561323,76.696929578,8.7657088467,,,,,,19.96599729,37.601216074,,79.95560736,5.4193753496,69.075247521,,0.43843688764,,5.2642276637,6.0645758584,109.03096433,,,,1.7828267718,60.691502904,65.7878527,162.78686323,4.9494662179,1593.0188505,3.1037166184,,,40.939914742,34.401364913,,,2.3445681255,3.4781334097,3902.1676509,5471.6407134,3900.8009968,5473.0073675,995.78052597,361.76251842,4272.4419692,44.489870322,1693.8687647,630.15346859,1896.0527645,119.74383261,355.29517591,305.78981779,-1.8758328224e-12,9679.6383293,
2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,286.39232936,,10139.133388,
2015,1.6138145402,,,,,,54.568893906,1.6062610391,,104.18397607,24.314734906,10.144490217,,4.9729795869,19.946357999,,16.380746583,56.870551635,,2.1330480368,,,,,3.4885388623,149.60037045,,2.0611006888,11.059360032,1.2292057579,,7.7766112619,147.75834375,,,,23.52521653,2420.3346571,29.913185455,,,,3.2997504867,3.5774137662,5.8639071836,,,1.826245749,28.51441824,,,13.396979009,,,9.8434778234,12.875332698,67.426185573,2.3468179565,,,4.9102502544,3.1214752289,,,,15.044443598,115.30158925,,,,3.1973286946,243.84929954,6.0277917064,15.252262633,,,3.6664941744,0.65807447311,,,,2.2212199321,24.838692347,16.177353136,,571.83440351,148.94068013,,12.661937093,162.1617743,21.917049125,124.00768631,1.761773797,371.25607419,9.6847514086,53.453945294,7.5508293682,,,26.367903452,4.3912860602,2.0040573579,3.2668367133,,,,,,5.5719645705,3.0029737588,,,1.3248170102,0.27010642797,62.190404526,,,2.300035149,,,1.3747274876,147.18668688,6.4164143124,,,17.382783787,4.1938326049,,3.0183522069,,1.7272072553,46.190823921,,10.553065058,2.0256354671,,31.893152122,,13.766528095,,17.773286304,51.4510704,,0.38109981933,,2.709629341,16.862532628,39.251566001,5.5605655787,84.892127797,14.167759452,18.455893736,3.0395508695,182.21714909,,,,21.696134916,360.97181188,0.2944852244,,,,,,190.89786409,3.2882091986,,,,44.762064889,10.996787319,4.7996125027,,,91.376860189,76.874001589,9.4619473044,,,,,,19.450838004,38.853197066,,75.619364002,2.4362654836,69.313491799,,0.58440459503,,6.3054599584,6.5118663866,112.81588827,,,,1.8421216627,50.458832525,67.039178376,160.65516492,5.2593270106,1580.3169125,2.9332449007,,,24.163001941,40.304540747,,,2.2481249987,3.6573569435,3817.9527637,5544.2096372,3846.7259058,5515.4364951,982.26091426,363.85958292,4288.4467514,48.110177882,1649.825543,691.05778585,1876.1734216,120.52956234,324.15957591,316.61782518,-1.5916157281e-12,9678.8249895,
2016,1.5891041936,,,,,,51.107279485,1.5068204863,,101.35396201,25.202862082,9.6938420204,,4.9307116171,31.026849921,,16.033785522,56.804810327,,2.0888798974,,,,,3.6182149287,133.15251699,,1.9251389309,10.792560859,1.2285944624,,7.5224487286,142.32665522,,,,23.862243811,2419.4944749,29.903424697,,,,3.3381506261,4.1441442435,6.1647386286,,,1.8744177391,28.836903248,,,13.50704091,,,8.2930550783,11.746613415,71.01194911,2.3178421474,,,4.5279651899,3.5849886764,,,,15.585814316,117.24734889,,,,3.1625374294,248.15148597,5.4448151389,15.576279095,,,3.8889987782,1.3960708708,,,,2.0976210178,22.956746023,16.531940875,,594.76540918,149.89977442,,13.370928231,150.92919628,21.958892955,120.448643,1.9090673999,363.45959115,8.7231539681,48.94868999,7.521692516,,,29.267204008,4.6519701816,3.4776903152,3.2824818884,,,,,,5.8372216394,2.6824988695,,,1.3087346836,0.33768401321,61.117825579,,,2.504125728,,,1.4410502581,144.31548977,6.4962962918,,,17.928312232,4.3844590765,,3.0616593586,,2.5751954259,46.275933138,,10.402780864,2.0295345529,,32.323623992,,13.478606453,,18.47352115,60.152840734,,0.60427446633,,2.9082878453,17.01447478,42.472012564,5.908894357,84.364421526,14.879012427,19.55245211,3.145487476,178.97372737,,,,22.04445428,372.47096469,0.30588637836,,,,,,190.09551507,3.5246306922,,,,40.867992249,11.100275089,4.9994928409,,,91.200544508,74.694014254,10.541135289,,,,,,19.433852325,44.093922155,,76.593243464,3.6266896262,69.450096449,,0.65747462491,,7.6063394548,6.3275351206,114.6226979,,,,1.9036110391,49.100446525,67.791746675,156.53137659,4.5153525225,1544.9581673,2.6667016236,,,19.305748914,41.337892851,,,2.1052426609,3.2060258994,3781.6073758,5575.9621175,3795.6475591,5561.9219342,986.72152336,367.570619,4323.2538778,47.683189758,1665.8226941,703.79529858,1832.1232059,117.94417622,299.37643197,320.32722158,1.8189894035e-12,9677.9545989,
2017,1.6212644189,,,,,,52.121335977,1.5823638965,,102.94232943,25.075561489,9.3513309927,,5.3304207516,33.278570476,,16.352546558,54.940331453,,2.102072297,,,,,3.117539891,136.05739718,,2.2926660141,11.208106489,1.3660791499,,7.9280002061,144.03624439,,,,24.05917849,2495.2205884,27.766323677,,,,3.3725026556,4.1444619202,5.9790392121,,,2.1371717859,30.219666411,,,13.434603422,,,8.3472151102,12.251359596,70.144287529,2.1418406789,,,4.5963756096,5.5227305764,,,,15.14198454,116.65215405,,,,3.0705899579,245.11305744,5.2266355762,15.469822748,,,4.1810705325,1.4079612768,,,,2.215732636,23.583885779,17.895713145,,620.49400076,153.8614306,,13.592011359,162.14499091,21.137652461,121.81493031,1.7207881245,357.63171905,8.6830275557,51.26201818,7.1961312484,,,27.30048431,4.5364328025,5.7815439269,3.8939712982,,,,,,6.0729386185,2.6526248692,,,1.5545389279,0.3110041815,62.018488418,,,2.3914340517,,,1.5392175039,141.00093062,8.3119912414,,,18.196085584,3.4926983506,,2.5576839767,,3.1739300103,46.085612556,,10.498321291,1.980729214,,29.705734346,,13.687882764,,19.186700633,65.700848609,,4.8887352903,,3.2627724375,17.36614598,45.744262034,6.1500605173,87.91740916,15.872717782,19.911613785,3.0622255118,188.30093431,,,,23.153023396,382.17529817,0.45536224586,,,,,,181.82297322,3.7160159563,,,,42.710650036,11.157628498,5.4119265178,,,89.183756293,80.131486608,10.155621314,,,,,,19.719883601,35.008730822,,79.11887932,3.9968116944,70.637172646,,0.53697976756,,6.7656941791,6.3104005942,120.88241378,,,,2.1018821902,49.45121308,65.910408961,149.09043631,4.5434018451,1536.8846452,2.7211105378,,,17.719512313,40.61739474,,,2.2152314043,2.6175353543,3775.7874287,5721.7478543,3789.2349481,5708.3003349,997.73118642,358.31470958,4464.3378565,50.036156413,1671.1350667,710.89904842,1822.5268332,119.23434144,301.05127078,334.64595458,-3.4106051316e-13,9832.2738431,
2018,1.6222834024,,,,,,48.486128479,1.9416803085,,99.587394531,24.899248745,9.6460896496,,5.4297192144,34.837112948,,17.318420636,56.918951656,,2.1603293452,,,,,3.1749670369,130.54878303,,2.5600656476,11.087106011,1.5345104864,,9.1518144218,144.21518019,,,,25.182447068,2624.295324,26.727698058,,,,3.4831360734,4.0478880593,6.6172449418,,,2.1297921336,30.883414961,,,13.686206935,,,8.6771181514,12.348620151,66.27336278,2.3906361,,,4.9159709641,5.3352800241,,,,15.793786201,116.41455158,,,,3.4029797597,241.06402613,5.443809725,15.724739114,,,6.3106319801,1.4189732624,,,,2.1781078997,23.392273407,18.2627114,,661.91443575,165.23473217,,13.801995534,164.32379699,22.252523021,123.09878343,2.0053325813,349.72441375,8.6086192057,46.915126506,7.5715007152,,,28.200436127,5.3835945235,5.9697851408,4.3882514376,,,,,,6.2673093336,2.618488675,,,1.3980631945,0.72336566546,67.515481379,,,2.8195454316,,,1.5573983067,142.60838606,11.187492796,,,18.610367456,3.502137912,,2.4040308706,,7.3546343942,46.328891729,,10.625393391,1.8798327947,,27.623042918,,13.542034813,,17.950358567,62.168335193,,4.6746853476,,3.4549895685,17.796372061,47.881222829,6.1728045798,90.596002131,15.243595032,18.700560504,2.841787843,197.10907847,,,,24.122539212,371.90855501,0.51839683257,,,,,,179.5882711,4.0316083036,,,,44.398526144,11.494325581,5.7723924439,,,88.400772797,81.015522525,9.7423415595,,,,,,19.818363778,34.119814975,,79.8716051,3.3501360726,74.601728732,,2.1528567994,,6.2954170142,8.0321746894,116.5654491,,,,2.1191533267,57.673035839,67.217138178,145.63436494,4.8341812547,1582.4650716,2.8795583629,,,-8.6572789509,44.551428501,,,2.2543499669,2.9001698034,3811.4466628,5878.8252563,3833.1005047,5857.1714143,1005.7837571,356.98395122,4663.0949429,51.564488426,1673.3683705,693.21170851,1869.6954324,115.63185528,266.72116976,344.27435381,3.8653524825e-12,10034.646591,
2019,1.5918010574,,,,,,45.588666948,1.8898733337,,98.853509102,24.331621411,10.342653878,,5.8939202274,40.18311897,,17.192216215,54.925621663,,2.0379345985,,,,,3.2249186183,130.0669845,,2.7357804015,10.806957092,1.6753207588,,10.789330986,143.14261069,,,,26.651564388,2710.9065199,28.21620237,,,,3.3687835214,4.0406590124,6.409996295,,,2.0679612568,29.679391417,,,12.686985569,,,9.1468925472,12.74627428,69.257967781,2.5943265656,,,3.9967148927,5.5110208296,,,,14.53375642,112.98126058,,,,3.2672926918,229.63433754,5.5234576474,14.316684948,,,6.5199175372,1.6051327826,,,,2.4806825692,23.313466348,17.817714412,,667.98906609,180.30365004,,13.657257564,169.69187063,21.635912553,118.59605969,1.955362233,341.40588263,8.3517983588,44.136431148,7.8065862928,,,29.33374608,4.7290096051,5.9343540938,4.1918773726,,,,,,5.9446407614,2.5439962342,,,1.5215778573,0.70874097927,68.111564747,,,2.674158331,,,1.57614591,140.43240712,11.467081997,,,19.744727567,3.6949680199,,2.457765576,,6.8984345846,45.678740458,,10.772107209,1.8290531975,,32.583767476,,13.376817149,,16.775061736,61.941308849,,4.7604482369,,3.428634181,18.390619054,48.389165983,6.2420324126,85.275263879,14.284761445,20.202486005,2.7787679329,193.12295571,,,,23.239898787,378.93893717,0.5382687183,,,,,,186.44902211,4.1711047822,,,,44.018914816,10.980192632,5.6171888099,,,93.935152303,76.898767882,9.9620981351,,,,,,18.761259587,33.188624308,,79.680913327,3.4760268292,74.251328774,,2.2083101299,,7.201386722,7.7576630796,108.53144412,,,,2.1750137564,56.185303869,64.503538444,140.23690612,5.219078766,1551.7695642,2.8498130484,,,1.5748123592,57.652935426,,,2.4180780386,2.7069955263,3726.7526209,6037.3281706,3731.4092934,6032.671498,962.53306692,378.59492909,4778.150139,52.989659406,1628.6660899,697.27269755,1835.7360986,115.06651893,277.60465897,345.03016641,-4.5474735089e-13,10109.198523,
2020,1.643396034,,,,,,43.035806852,2.0301996855,,96.472057949,22.058622018,10.311409299,,5.9623276491,38.296610721,,15.974138659,48.807972275,,2.3268214021,,,,,2.9759138273,116.69320032,,2.838657981,9.795228967,1.5059859191,,11.24041505,131.34884124,,,,22.695637347,2724.9265809,27.03731431,,,,2.9943278445,3.9583218305,6.1560283934,,,1.7412755951,27.19497251,,,11.601595042,,,7.9277621737,10.714956319,64.10061928,2.3461810112,,,3.4001953257,5.7449143908,,,,13.125409012,102.5220056,,,,3.5140656616,211.04731837,6.5122480138,14.109821986,,,5.8474780976,1.5252317047,,,,2.1615345094,22.529620492,16.561348124,,613.46404714,169.92472144,,11.95983145,170.09115028,20.112996777,105.58814984,1.8794645633,324.2925559,7.5960105747,46.991617865,8.2088089255,,,27.318015394,4.4085000309,6.0166354053,3.7599666917,,,,,,5.4715652829,2.1846609409,,,1.4781390053,0.78875742883,68.38454401,,,2.3036892907,,,1.4418149003,127.88893878,9.1626056448,,,18.403396638,3.4305617882,,2.3091091345,,7.0537942588,41.437508074,,10.631513994,1.6318442879,,34.786867988,,12.82909342,,17.833456695,59.933121782,,4.3553078962,,3.1927771815,15.574533008,45.539092767,5.3177868574,79.302058664,13.007390602,20.840924362,2.8785475548,179.87120576,,,,22.069083092,372.38459413,0.52732887998,,,,,,167.82606534,3.8222661223,,,,39.968571342,10.135285706,5.1326738519,,,86.190619426,68.487122187,9.9282887748,,,,,,16.743065944,29.208418105,,77.550669191,3.4457537627,74.276815426,,1.913867764,,7.1719249715,7.4663626423,108.83546541,,,,2.0720668122,51.600860524,58.770963429,125.76557458,5.3015493336,1415.5451801,2.7913269205,,,10.685490947,61.353622391,,,2.0531257246,2.3656178291,3442.8241494,5877.2356941,3430.9910664,5889.0687771,875.70384484,359.95593824,4688.4908198,48.414554111,1510.0575149,666.24316035,1675.121273,112.42835329,259.34822989,234.38230489,2.1316282073e-12,9554.5138974,
2021,1.6260738656,,,,,,48.330224493,2.128936763,,92.333196179,24.064443563,10.602974372,,4.9126958167,40.90273614,,16.781174909,54.48776119,,2.5216063945,,,,,3.1283706102,126.15248024,,2.6426165893,11.066806251,1.7405705648,,11.44449185,137.0089882,,,,25.821487301,2816.6181881,28.657500563,,,,3.3468313298,4.2916841312,6.2694187873,,,1.8654482407,29.784699101,,,12.741780012,,,8.2493135367,12.66253678,72.394666185,2.6166262209,,,3.7944349929,6.1812766139,,,,14.109538741,113.49059732,,,,3.7590304981,226.66748525,6.8167125743,13.893332678,,,6.5945684907,1.6717080626,,,,2.4309544039,24.609231648,17.917362536,,668.0470665,170.30771855,,12.693942258,168.94308954,21.228468105,118.30970551,1.9108831065,334.3100101,8.19854622,44.76567243,9.100450378,,,28.456692601,4.914576811,6.7247250519,4.1777252955,,,,,,6.0693340403,2.3950620917,,,1.6185265936,0.88141386544,70.959724361,,,2.7938989295,,,1.571318717,138.16504291,9.6144567386,,,20.764369455,3.8452470948,,2.5058306288,,8.0364610804,44.811491447,,11.15569501,1.8449797475,,35.975125305,,12.181405469,,18.964818384,67.18362986,,4.2737917628,,3.9057617983,17.703562555,49.910049309,6.0702579777,86.668952844,13.3924461,19.593775017,3.0320412293,188.08657317,,,,23.468781383,371.11788126,0.60752766571,,,,,,169.78249686,4.1586015997,,,,44.938662251,11.254654068,5.6497895536,,,81.254701826,74.286077351,10.473241032,,,,,,18.602421897,32.389508896,,81.557580454,3.6507867749,75.810329078,,2.1792513622,,5.7739342526,8.9121091794,115.15976764,,,,2.2924162493,53.664556826,65.817921669,140.12010943,5.8628600592,1520.7896253,3.2845001871,,,10.967270677,61.966149581,,,2.0762671681,2.5884094638,3656.3007821,6141.3913378,3668.9276173,6128.7645025,954.72739143,379.12609869,4889.521647,49.766786984,1607.4397299,680.58899956,1796.3163211,109.26845677,285.66407975,247.82016077,2.842170943e-14,10048.18298,
